year,state,month,number,date
2010,Rondonia,Abril,19,"Friday, January 1, 2010"
2011,Rondonia,Abril,8,"Saturday, January 1, 2011"
2012,Rondonia,Abril,12,"Sunday, January 1, 2012"
2013,Rondonia,Abril,9,"Tuesday, January 1, 2013"
2014,Rondonia,Abril,15,"Wednesday, January 1, 2014"
2015,Rondonia,Abril,15,"Thursday, January 1, 2015"
2016,Rondonia,Abril,59,"Friday, January 1, 2016"
2017,Rondonia,Abril,19,"Sunday, January 1, 2017"
1998,Rondonia,Maio,0,"Thursday, January 1, 1998"
1999,Rondonia,Maio,3,"Friday, January 1, 1999"
2000,Rondonia,Maio,13,"Saturday, January 1, 2000"
2001,Rondonia,Maio,5,"Monday, January 1, 2001"
2002,Rondonia,Maio,10,"Tuesday, January 1, 2002"
2003,Rondonia,Maio,21,"Wednesday, January 1, 2003"
2004,Rondonia,Maio,9,"Thursday, January 1, 2004"
2005,Rondonia,Maio,38,"Saturday, January 1, 2005"
2006,Rondonia,Maio,7,"Sunday, January 1, 2006"
2007,Rondonia,Maio,4,"Monday, January 1, 2007"
2008,Rondonia,Maio,1,"Tuesday, January 1, 2008"
2009,Rondonia,Maio,6,"Thursday, January 1, 2009"
2010,Rondonia,Maio,41,"Friday, January 1, 2010"
2011,Rondonia,Maio,54,"Saturday, January 1, 2011"
2012,Rondonia,Maio,22,"Sunday, January 1, 2012"
2013,Rondonia,Maio,9,"Tuesday, January 1, 2013"
2014,Rondonia,Maio,28,"Wednesday, January 1, 2014"
2015,Rondonia,Maio,13,"Thursday, January 1, 2015"
2016,Rondonia,Maio,44,"Friday, January 1, 2016"
2017,Rondonia,Maio,31,"Sunday, January 1, 2017"
1998,Rondonia,Junho,26,"Thursday, January 1, 1998"
1999,Rondonia,Junho,10,"Friday, January 1, 1999"
2000,Rondonia,Junho,54,"Saturday, January 1, 2000"
2001,Rondonia,Junho,31,"Monday, January 1, 2001"
2002,Rondonia,Junho,141,"Tuesday, January 1, 2002"
2003,Rondonia,Junho,74,"Wednesday, January 1, 2003"
2004,Rondonia,Junho,151,"Thursday, January 1, 2004"
2005,Rondonia,Junho,153,"Saturday, January 1, 2005"
2006,Rondonia,Junho,40,"Sunday, January 1, 2006"
2007,Rondonia,Junho,71,"Monday, January 1, 2007"
2008,Rondonia,Junho,11,"Tuesday, January 1, 2008"
2009,Rondonia,Junho,13,"Thursday, January 1, 2009"
2010,Rondonia,Junho,44,"Friday, January 1, 2010"
2011,Rondonia,Junho,130,"Saturday, January 1, 2011"
2012,Rondonia,Junho,32,"Sunday, January 1, 2012"
2013,Rondonia,Junho,22,"Tuesday, January 1, 2013"
2014,Rondonia,Junho,92,"Wednesday, January 1, 2014"
2015,Rondonia,Junho,119,"Thursday, January 1, 2015"
2016,Rondonia,Junho,170,"Friday, January 1, 2016"
2017,Rondonia,Junho,192,"Sunday, January 1, 2017"
1998,Rondonia,Julho,365,"Thursday, January 1, 1998"
1999,Rondonia,Julho,135,"Friday, January 1, 1999"
2000,Rondonia,Julho,117,"Saturday, January 1, 2000"
2001,Rondonia,Julho,74,"Monday, January 1, 2001"
2002,Rondonia,Julho,539,"Tuesday, January 1, 2002"
2003,Rondonia,Julho,516,"Wednesday, January 1, 2003"
2004,Rondonia,Julho,1.233,"Thursday, January 1, 2004"
2005,Rondonia,Julho,798,"Saturday, January 1, 2005"
2006,Rondonia,Julho,314,"Sunday, January 1, 2006"
2007,Rondonia,Julho,187,"Monday, January 1, 2007"
2008,Rondonia,Julho,138,"Tuesday, January 1, 2008"
2009,Rondonia,Julho,110,"Thursday, January 1, 2009"
2010,Rondonia,Julho,747,"Friday, January 1, 2010"
2011,Rondonia,Julho,293,"Saturday, January 1, 2011"
2012,Rondonia,Julho,205,"Sunday, January 1, 2012"
2013,Rondonia,Julho,117,"Tuesday, January 1, 2013"
2014,Rondonia,Julho,192,"Wednesday, January 1, 2014"
2015,Rondonia,Julho,423,"Thursday, January 1, 2015"
2016,Rondonia,Julho,969,"Friday, January 1, 2016"
2017,Rondonia,Julho,1.28,"Sunday, January 1, 2017"
1998,Rondonia,Agosto,2.254,"Thursday, January 1, 1998"
1999,Rondonia,Agosto,1.976,"Friday, January 1, 1999"
2000,Rondonia,Agosto,2.197,"Saturday, January 1, 2000"
2001,Rondonia,Agosto,2.132,"Monday, January 1, 2001"
2002,Rondonia,Agosto,3.465,"Tuesday, January 1, 2002"
2003,Rondonia,Agosto,7.06,"Wednesday, January 1, 2003"
2004,Rondonia,Agosto,6.893,"Thursday, January 1, 2004"
2005,Rondonia,Agosto,6.672,"Saturday, January 1, 2005"
2006,Rondonia,Agosto,3.124,"Sunday, January 1, 2006"
2007,Rondonia,Agosto,4.786,"Monday, January 1, 2007"
2008,Rondonia,Agosto,1.251,"Tuesday, January 1, 2008"
2009,Rondonia,Agosto,484,"Thursday, January 1, 2009"
2010,Rondonia,Agosto,4.388,"Friday, January 1, 2010"
2011,Rondonia,Agosto,1.161,"Saturday, January 1, 2011"
2012,Rondonia,Agosto,2.209,"Sunday, January 1, 2012"
2013,Rondonia,Agosto,885,"Tuesday, January 1, 2013"
2014,Rondonia,Agosto,3.038,"Wednesday, January 1, 2014"
2015,Rondonia,Agosto,3.762,"Thursday, January 1, 2015"
2016,Rondonia,Agosto,3.675,"Friday, January 1, 2016"
2017,Rondonia,Agosto,4.287,"Sunday, January 1, 2017"
1998,Rondonia,Setembro,3.753,"Thursday, January 1, 1998"
1999,Rondonia,Setembro,3.062,"Friday, January 1, 1999"
2000,Rondonia,Setembro,2.438,"Saturday, January 1, 2000"
2001,Rondonia,Setembro,1.927,"Monday, January 1, 2001"
2002,Rondonia,Setembro,7.067,"Tuesday, January 1, 2002"
2003,Rondonia,Setembro,6.89,"Wednesday, January 1, 2003"
2004,Rondonia,Setembro,13.05,"Thursday, January 1, 2004"
2005,Rondonia,Setembro,13.972,"Saturday, January 1, 2005"
2006,Rondonia,Setembro,9.92,"Sunday, January 1, 2006"
2007,Rondonia,Setembro,6.832,"Monday, January 1, 2007"
2008,Rondonia,Setembro,3.726,"Tuesday, January 1, 2008"
2009,Rondonia,Setembro,1.869,"Thursday, January 1, 2009"
2010,Rondonia,Setembro,4.893,"Friday, January 1, 2010"
2011,Rondonia,Setembro,1.782,"Saturday, January 1, 2011"
2012,Rondonia,Setembro,2.471,"Sunday, January 1, 2012"
2013,Rondonia,Setembro,1.776,"Tuesday, January 1, 2013"
2014,Rondonia,Setembro,2.8,"Wednesday, January 1, 2014"
2015,Rondonia,Setembro,6.129,"Thursday, January 1, 2015"
2016,Rondonia,Setembro,4.208,"Friday, January 1, 2016"
2017,Rondonia,Setembro,5.638,"Sunday, January 1, 2017"
1998,Rondonia,Outubro,483,"Thursday, January 1, 1998"
1999,Rondonia,Outubro,1.884,"Friday, January 1, 1999"
2000,Rondonia,Outubro,644,"Saturday, January 1, 2000"
2001,Rondonia,Outubro,796,"Monday, January 1, 2001"
2002,Rondonia,Outubro,3.554,"Tuesday, January 1, 2002"
2003,Rondonia,Outubro,4.962,"Wednesday, January 1, 2003"
2004,Rondonia,Outubro,3.094,"Thursday, January 1, 2004"
2005,Rondonia,Outubro,2.559,"Saturday, January 1, 2005"
2006,Rondonia,Outubro,1.148,"Sunday, January 1, 2006"
2007,Rondonia,Outubro,2.023,"Monday, January 1, 2007"
2008,Rondonia,Outubro,1.482,"Tuesday, January 1, 2008"
2009,Rondonia,Outubro,1.444,"Thursday, January 1, 2009"
2010,Rondonia,Outubro,1.307,"Friday, January 1, 2010"
2011,Rondonia,Outubro,822,"Saturday, January 1, 2011"
2012,Rondonia,Outubro,1.229,"Sunday, January 1, 2012"
2013,Rondonia,Outubro,555,"Tuesday, January 1, 2013"
2014,Rondonia,Outubro,1.063,"Wednesday, January 1, 2014"
2015,Rondonia,Outubro,2.598,"Thursday, January 1, 2015"
2016,Rondonia,Outubro,1.844,"Friday, January 1, 2016"
2017,Rondonia,Outubro,2.19,"Sunday, January 1, 2017"
1998,Rondonia,Novembro,3,"Thursday, January 1, 1998"
1999,Rondonia,Novembro,41,"Friday, January 1, 1999"
2000,Rondonia,Novembro,13,"Saturday, January 1, 2000"
2001,Rondonia,Novembro,91,"Monday, January 1, 2001"
2002,Rondonia,Novembro,639,"Tuesday, January 1, 2002"
2003,Rondonia,Novembro,526,"Wednesday, January 1, 2003"
2004,Rondonia,Novembro,452,"Thursday, January 1, 2004"
2005,Rondonia,Novembro,465,"Saturday, January 1, 2005"
2006,Rondonia,Novembro,253,"Sunday, January 1, 2006"
2007,Rondonia,Novembro,53,"Monday, January 1, 2007"
2008,Rondonia,Novembro,78,"Tuesday, January 1, 2008"
2009,Rondonia,Novembro,128,"Thursday, January 1, 2009"
2010,Rondonia,Novembro,238,"Friday, January 1, 2010"
2011,Rondonia,Novembro,245,"Saturday, January 1, 2011"
2012,Rondonia,Novembro,174,"Sunday, January 1, 2012"
2013,Rondonia,Novembro,108,"Tuesday, January 1, 2013"
2014,Rondonia,Novembro,202,"Wednesday, January 1, 2014"
2015,Rondonia,Novembro,1.002,"Thursday, January 1, 2015"
2016,Rondonia,Novembro,401,"Friday, January 1, 2016"
2017,Rondonia,Novembro,372,"Sunday, January 1, 2017"
1998,Rondonia,Dezembro,33,"Thursday, January 1, 1998"
1999,Rondonia,Dezembro,0,"Friday, January 1, 1999"
2000,Rondonia,Dezembro,7,"Saturday, January 1, 2000"
2001,Rondonia,Dezembro,1,"Monday, January 1, 2001"
2002,Rondonia,Dezembro,91,"Tuesday, January 1, 2002"
2003,Rondonia,Dezembro,214,"Wednesday, January 1, 2003"
2004,Rondonia,Dezembro,208,"Thursday, January 1, 2004"
2005,Rondonia,Dezembro,36,"Saturday, January 1, 2005"
2006,Rondonia,Dezembro,4,"Sunday, January 1, 2006"
2007,Rondonia,Dezembro,6,"Monday, January 1, 2007"
2008,Rondonia,Dezembro,2,"Tuesday, January 1, 2008"
2009,Rondonia,Dezembro,9,"Thursday, January 1, 2009"
2010,Rondonia,Dezembro,158,"Friday, January 1, 2010"
2011,Rondonia,Dezembro,37,"Saturday, January 1, 2011"
2012,Rondonia,Dezembro,50,"Sunday, January 1, 2012"
2013,Rondonia,Dezembro,143,"Tuesday, January 1, 2013"
2014,Rondonia,Dezembro,144,"Wednesday, January 1, 2014"
2015,Rondonia,Dezembro,282,"Thursday, January 1, 2015"
2016,Rondonia,Dezembro,148,"Friday, January 1, 2016"
1998,Roraima,Janeiro,0,"Thursday, January 1, 1998"
1999,Roraima,Janeiro,15,"Friday, January 1, 1999"
2000,Roraima,Janeiro,18,"Saturday, January 1, 2000"
2001,Roraima,Janeiro,101,"Monday, January 1, 2001"
2002,Roraima,Janeiro,302,"Tuesday, January 1, 2002"
2003,Roraima,Janeiro,547,"Wednesday, January 1, 2003"
2004,Roraima,Janeiro,355,"Thursday, January 1, 2004"
2005,Roraima,Janeiro,106,"Saturday, January 1, 2005"
2006,Roraima,Janeiro,70,"Sunday, January 1, 2006"
2007,Roraima,Janeiro,194,"Monday, January 1, 2007"
2008,Roraima,Janeiro,245,"Tuesday, January 1, 2008"
2009,Roraima,Janeiro,45,"Thursday, January 1, 2009"
2010,Roraima,Janeiro,351,"Friday, January 1, 2010"
2011,Roraima,Janeiro,225,"Saturday, January 1, 2011"
2012,Roraima,Janeiro,217,"Sunday, January 1, 2012"
2013,Roraima,Janeiro,397,"Tuesday, January 1, 2013"
2014,Roraima,Janeiro,355,"Wednesday, January 1, 2014"
2015,Roraima,Janeiro,330,"Thursday, January 1, 2015"
2016,Roraima,Janeiro,1.754,"Friday, January 1, 2016"
2017,Roraima,Janeiro,108,"Sunday, January 1, 2017"
1998,Roraima,Fevereiro,0,"Thursday, January 1, 1998"
1999,Roraima,Fevereiro,20,"Friday, January 1, 1999"
2000,Roraima,Fevereiro,57,"Saturday, January 1, 2000"
2001,Roraima,Fevereiro,646,"Monday, January 1, 2001"
2002,Roraima,Fevereiro,476,"Tuesday, January 1, 2002"
2003,Roraima,Fevereiro,767,"Wednesday, January 1, 2003"
2004,Roraima,Fevereiro,259,"Thursday, January 1, 2004"
2005,Roraima,Fevereiro,105,"Saturday, January 1, 2005"
2006,Roraima,Fevereiro,283,"Sunday, January 1, 2006"
2007,Roraima,Fevereiro,796,"Monday, January 1, 2007"
2008,Roraima,Fevereiro,138,"Tuesday, January 1, 2008"
2009,Roraima,Fevereiro,153,"Thursday, January 1, 2009"
2010,Roraima,Fevereiro,470,"Friday, January 1, 2010"
2011,Roraima,Fevereiro,112,"Saturday, January 1, 2011"
2012,Roraima,Fevereiro,130,"Sunday, January 1, 2012"
2013,Roraima,Fevereiro,62,"Tuesday, January 1, 2013"
2014,Roraima,Fevereiro,226,"Wednesday, January 1, 2014"
2015,Roraima,Fevereiro,418,"Thursday, January 1, 2015"
2016,Roraima,Fevereiro,171,"Friday, January 1, 2016"
2017,Roraima,Fevereiro,129,"Sunday, January 1, 2017"
1998,Roraima,Março,0,"Thursday, January 1, 1998"
1999,Roraima,Março,98,"Friday, January 1, 1999"
2000,Roraima,Março,125,"Saturday, January 1, 2000"
2001,Roraima,Março,1.108,"Monday, January 1, 2001"
2002,Roraima,Março,820,"Tuesday, January 1, 2002"
2003,Roraima,Março,1.131,"Wednesday, January 1, 2003"
2004,Roraima,Março,276,"Thursday, January 1, 2004"
2005,Roraima,Março,244,"Saturday, January 1, 2005"
2006,Roraima,Março,385,"Sunday, January 1, 2006"
2007,Roraima,Março,665,"Monday, January 1, 2007"
2008,Roraima,Março,422,"Tuesday, January 1, 2008"
2009,Roraima,Março,176,"Thursday, January 1, 2009"
2010,Roraima,Março,417,"Friday, January 1, 2010"
2011,Roraima,Março,91,"Saturday, January 1, 2011"
2012,Roraima,Março,99,"Sunday, January 1, 2012"
2013,Roraima,Março,179,"Tuesday, January 1, 2013"
2014,Roraima,Março,494,"Wednesday, January 1, 2014"
2015,Roraima,Março,163,"Thursday, January 1, 2015"
2016,Roraima,Março,1.081,"Friday, January 1, 2016"
2017,Roraima,Março,216,"Sunday, January 1, 2017"
1998,Roraima,Abril,0,"Thursday, January 1, 1998"
1999,Roraima,Abril,16,"Friday, January 1, 1999"
2000,Roraima,Abril,0,"Saturday, January 1, 2000"
2001,Roraima,Abril,380,"Monday, January 1, 2001"
2002,Roraima,Abril,41,"Tuesday, January 1, 2002"
2003,Roraima,Abril,268,"Wednesday, January 1, 2003"
2004,Roraima,Abril,182,"Thursday, January 1, 2004"
2005,Roraima,Abril,22,"Saturday, January 1, 2005"
2006,Roraima,Abril,201,"Sunday, January 1, 2006"
2007,Roraima,Abril,58,"Monday, January 1, 2007"
2008,Roraima,Abril,175,"Tuesday, January 1, 2008"
2009,Roraima,Abril,115,"Thursday, January 1, 2009"
2010,Roraima,Abril,15,"Friday, January 1, 2010"
2011,Roraima,Abril,108,"Saturday, January 1, 2011"
2012,Roraima,Abril,25,"Sunday, January 1, 2012"
2013,Roraima,Abril,87,"Tuesday, January 1, 2013"
2014,Roraima,Abril,162,"Wednesday, January 1, 2014"
2015,Roraima,Abril,278,"Thursday, January 1, 2015"
2016,Roraima,Abril,126,"Friday, January 1, 2016"
2017,Roraima,Abril,51,"Sunday, January 1, 2017"
1998,Roraima,Maio,0,"Thursday, January 1, 1998"
1999,Roraima,Maio,0,"Friday, January 1, 1999"
2000,Roraima,Maio,7,"Saturday, January 1, 2000"
2001,Roraima,Maio,9,"Monday, January 1, 2001"
2002,Roraima,Maio,0,"Tuesday, January 1, 2002"
2003,Roraima,Maio,0,"Wednesday, January 1, 2003"
2004,Roraima,Maio,2,"Thursday, January 1, 2004"
2005,Roraima,Maio,1,"Saturday, January 1, 2005"
2006,Roraima,Maio,0,"Sunday, January 1, 2006"
2007,Roraima,Maio,0,"Monday, January 1, 2007"
2008,Roraima,Maio,8,"Tuesday, January 1, 2008"
2009,Roraima,Maio,219,"Thursday, January 1, 2009"
2010,Roraima,Maio,3,"Friday, January 1, 2010"
2011,Roraima,Maio,4,"Saturday, January 1, 2011"
2012,Roraima,Maio,18,"Sunday, January 1, 2012"
2013,Roraima,Maio,4,"Tuesday, January 1, 2013"
2014,Roraima,Maio,58,"Wednesday, January 1, 2014"
2015,Roraima,Maio,12,"Thursday, January 1, 2015"
2016,Roraima,Maio,22,"Friday, January 1, 2016"
2017,Roraima,Maio,29,"Sunday, January 1, 2017"
1998,Roraima,Junho,0,"Thursday, January 1, 1998"
1999,Roraima,Junho,3,"Friday, January 1, 1999"
2000,Roraima,Junho,0,"Saturday, January 1, 2000"
2001,Roraima,Junho,1,"Monday, January 1, 2001"
2002,Roraima,Junho,0,"Tuesday, January 1, 2002"
2003,Roraima,Junho,0,"Wednesday, January 1, 2003"
2004,Roraima,Junho,6,"Thursday, January 1, 2004"
2005,Roraima,Junho,5,"Saturday, January 1, 2005"
2006,Roraima,Junho,0,"Sunday, January 1, 2006"
2007,Roraima,Junho,1,"Monday, January 1, 2007"
2008,Roraima,Junho,0,"Tuesday, January 1, 2008"
2009,Roraima,Junho,16,"Thursday, January 1, 2009"
2010,Roraima,Junho,0,"Friday, January 1, 2010"
2011,Roraima,Junho,6,"Saturday, January 1, 2011"
2012,Roraima,Junho,22,"Sunday, January 1, 2012"
2013,Roraima,Junho,6,"Tuesday, January 1, 2013"
2014,Roraima,Junho,4,"Wednesday, January 1, 2014"
2015,Roraima,Junho,3,"Thursday, January 1, 2015"
2016,Roraima,Junho,7,"Friday, January 1, 2016"
2017,Roraima,Junho,4,"Sunday, January 1, 2017"
1998,Roraima,Julho,1,"Thursday, January 1, 1998"
1999,Roraima,Julho,4,"Friday, January 1, 1999"
2000,Roraima,Julho,0,"Saturday, January 1, 2000"
2001,Roraima,Julho,1,"Monday, January 1, 2001"
2002,Roraima,Julho,7,"Tuesday, January 1, 2002"
2003,Roraima,Julho,0,"Wednesday, January 1, 2003"
2004,Roraima,Julho,2,"Thursday, January 1, 2004"
2005,Roraima,Julho,2,"Saturday, January 1, 2005"
2006,Roraima,Julho,0,"Sunday, January 1, 2006"
2007,Roraima,Julho,3,"Monday, January 1, 2007"
2008,Roraima,Julho,0,"Tuesday, January 1, 2008"
2009,Roraima,Julho,18,"Thursday, January 1, 2009"
2010,Roraima,Julho,1,"Friday, January 1, 2010"
2011,Roraima,Julho,9,"Saturday, January 1, 2011"
2012,Roraima,Julho,2,"Sunday, January 1, 2012"
2013,Roraima,Julho,4,"Tuesday, January 1, 2013"
2014,Roraima,Julho,9,"Wednesday, January 1, 2014"
2015,Roraima,Julho,5,"Thursday, January 1, 2015"
2016,Roraima,Julho,0,"Friday, January 1, 2016"
2017,Roraima,Julho,3,"Sunday, January 1, 2017"
1998,Roraima,Agosto,0,"Thursday, January 1, 1998"
1999,Roraima,Agosto,1,"Friday, January 1, 1999"
2000,Roraima,Agosto,9,"Saturday, January 1, 2000"
2001,Roraima,Agosto,4,"Monday, January 1, 2001"
2002,Roraima,Agosto,7,"Tuesday, January 1, 2002"
2003,Roraima,Agosto,2,"Wednesday, January 1, 2003"
2004,Roraima,Agosto,18,"Thursday, January 1, 2004"
2005,Roraima,Agosto,9,"Saturday, January 1, 2005"
2006,Roraima,Agosto,4,"Sunday, January 1, 2006"
2007,Roraima,Agosto,2,"Monday, January 1, 2007"
2008,Roraima,Agosto,4,"Tuesday, January 1, 2008"
2009,Roraima,Agosto,29,"Thursday, January 1, 2009"
2010,Roraima,Agosto,3,"Friday, January 1, 2010"
2011,Roraima,Agosto,39,"Saturday, January 1, 2011"
2012,Roraima,Agosto,4,"Sunday, January 1, 2012"
2013,Roraima,Agosto,3,"Tuesday, January 1, 2013"
2014,Roraima,Agosto,12,"Wednesday, January 1, 2014"
2015,Roraima,Agosto,11,"Thursday, January 1, 2015"
2016,Roraima,Agosto,11,"Friday, January 1, 2016"
2017,Roraima,Agosto,35,"Sunday, January 1, 2017"
1998,Roraima,Setembro,2,"Thursday, January 1, 1998"
1999,Roraima,Setembro,3,"Friday, January 1, 1999"
2000,Roraima,Setembro,12,"Saturday, January 1, 2000"
2001,Roraima,Setembro,1,"Monday, January 1, 2001"
2002,Roraima,Setembro,48,"Tuesday, January 1, 2002"
2003,Roraima,Setembro,6,"Wednesday, January 1, 2003"
2004,Roraima,Setembro,9,"Thursday, January 1, 2004"
2005,Roraima,Setembro,72,"Saturday, January 1, 2005"
2006,Roraima,Setembro,40,"Sunday, January 1, 2006"
2007,Roraima,Setembro,9,"Monday, January 1, 2007"
2008,Roraima,Setembro,17,"Tuesday, January 1, 2008"
2009,Roraima,Setembro,117,"Thursday, January 1, 2009"
2010,Roraima,Setembro,18,"Friday, January 1, 2010"
2011,Roraima,Setembro,53,"Saturday, January 1, 2011"
2012,Roraima,Setembro,67,"Sunday, January 1, 2012"
2013,Roraima,Setembro,18,"Tuesday, January 1, 2013"
2014,Roraima,Setembro,67,"Wednesday, January 1, 2014"
2015,Roraima,Setembro,77,"Thursday, January 1, 2015"
2016,Roraima,Setembro,19,"Friday, January 1, 2016"
2017,Roraima,Setembro,43,"Sunday, January 1, 2017"
1998,Roraima,Outubro,1,"Thursday, January 1, 1998"
1999,Roraima,Outubro,10,"Friday, January 1, 1999"
2000,Roraima,Outubro,25,"Saturday, January 1, 2000"
2001,Roraima,Outubro,13,"Monday, January 1, 2001"
2002,Roraima,Outubro,191,"Tuesday, January 1, 2002"
2003,Roraima,Outubro,14,"Wednesday, January 1, 2003"
2004,Roraima,Outubro,53,"Thursday, January 1, 2004"
2005,Roraima,Outubro,88,"Saturday, January 1, 2005"
2006,Roraima,Outubro,135,"Sunday, January 1, 2006"
2007,Roraima,Outubro,15,"Monday, January 1, 2007"
2008,Roraima,Outubro,78,"Tuesday, January 1, 2008"
2009,Roraima,Outubro,197,"Thursday, January 1, 2009"
2010,Roraima,Outubro,64,"Friday, January 1, 2010"
2011,Roraima,Outubro,65,"Saturday, January 1, 2011"
2012,Roraima,Outubro,152,"Sunday, January 1, 2012"
2013,Roraima,Outubro,63,"Tuesday, January 1, 2013"
2014,Roraima,Outubro,61,"Wednesday, January 1, 2014"
2015,Roraima,Outubro,181,"Thursday, January 1, 2015"
2016,Roraima,Outubro,101,"Friday, January 1, 2016"
2017,Roraima,Outubro,156,"Sunday, January 1, 2017"
1998,Roraima,Novembro,1,"Thursday, January 1, 1998"
1999,Roraima,Novembro,15,"Friday, January 1, 1999"
2000,Roraima,Novembro,32,"Saturday, January 1, 2000"
2001,Roraima,Novembro,76,"Monday, January 1, 2001"
2002,Roraima,Novembro,133,"Tuesday, January 1, 2002"
2003,Roraima,Novembro,27,"Wednesday, January 1, 2003"
2004,Roraima,Novembro,135,"Thursday, January 1, 2004"
2005,Roraima,Novembro,135,"Saturday, January 1, 2005"
2006,Roraima,Novembro,26,"Sunday, January 1, 2006"
2007,Roraima,Novembro,112,"Monday, January 1, 2007"
2008,Roraima,Novembro,39,"Tuesday, January 1, 2008"
2009,Roraima,Novembro,312,"Thursday, January 1, 2009"
2010,Roraima,Novembro,27,"Friday, January 1, 2010"
2011,Roraima,Novembro,121,"Saturday, January 1, 2011"
2012,Roraima,Novembro,187,"Sunday, January 1, 2012"
2013,Roraima,Novembro,106,"Tuesday, January 1, 2013"
2014,Roraima,Novembro,143,"Wednesday, January 1, 2014"
2015,Roraima,Novembro,280,"Thursday, January 1, 2015"
2016,Roraima,Novembro,71,"Friday, January 1, 2016"
2017,Roraima,Novembro,327,"Sunday, January 1, 2017"
1998,Roraima,Dezembro,16,"Thursday, January 1, 1998"
1999,Roraima,Dezembro,35,"Friday, January 1, 1999"
2000,Roraima,Dezembro,77,"Saturday, January 1, 2000"
2001,Roraima,Dezembro,76,"Monday, January 1, 2001"
2002,Roraima,Dezembro,199,"Tuesday, January 1, 2002"
2003,Roraima,Dezembro,157,"Wednesday, January 1, 2003"
2004,Roraima,Dezembro,160,"Thursday, January 1, 2004"
2005,Roraima,Dezembro,71,"Saturday, January 1, 2005"
2006,Roraima,Dezembro,101,"Sunday, January 1, 2006"
2007,Roraima,Dezembro,8,"Monday, January 1, 2007"
2008,Roraima,Dezembro,5,"Tuesday, January 1, 2008"
2009,Roraima,Dezembro,290,"Thursday, January 1, 2009"
2010,Roraima,Dezembro,73,"Friday, January 1, 2010"
2011,Roraima,Dezembro,249,"Saturday, January 1, 2011"
2012,Roraima,Dezembro,78,"Sunday, January 1, 2012"
2013,Roraima,Dezembro,65,"Tuesday, January 1, 2013"
2014,Roraima,Dezembro,277,"Wednesday, January 1, 2014"
2015,Roraima,Dezembro,304,"Thursday, January 1, 2015"
2016,Roraima,Dezembro,136,"Friday, January 1, 2016"
1998,Santa Catarina,Janeiro,0,"Thursday, January 1, 1998"
1999,Santa Catarina,Janeiro,11,"Friday, January 1, 1999"
2000,Santa Catarina,Janeiro,14,"Saturday, January 1, 2000"
2001,Santa Catarina,Janeiro,11,"Monday, January 1, 2001"
2002,Santa Catarina,Janeiro,22,"Tuesday, January 1, 2002"
2003,Santa Catarina,Janeiro,45,"Wednesday, January 1, 2003"
2004,Santa Catarina,Janeiro,37,"Thursday, January 1, 2004"
2005,Santa Catarina,Janeiro,46,"Saturday, January 1, 2005"
2006,Santa Catarina,Janeiro,41,"Sunday, January 1, 2006"
2007,Santa Catarina,Janeiro,9,"Monday, January 1, 2007"
