year,state,month,number,date
2009,Rio,Abril,1,"Thursday, January 1, 2009"
2010,Rio,Abril,7,"Friday, January 1, 2010"
2011,Rio,Abril,0,"Saturday, January 1, 2011"
2012,Rio,Abril,4,"Sunday, January 1, 2012"
2013,Rio,Abril,7,"Tuesday, January 1, 2013"
2014,Rio,Abril,2,"Wednesday, January 1, 2014"
2015,Rio,Abril,4,"Thursday, January 1, 2015"
2016,Rio,Abril,0,"Friday, January 1, 2016"
2017,Rio,Abril,6,"Sunday, January 1, 2017"
1998,Rio,Maio,0,"Thursday, January 1, 1998"
1999,Rio,Maio,1,"Friday, January 1, 1999"
2000,Rio,Maio,3,"Saturday, January 1, 2000"
2001,Rio,Maio,56,"Monday, January 1, 2001"
2002,Rio,Maio,6,"Tuesday, January 1, 2002"
2003,Rio,Maio,0,"Wednesday, January 1, 2003"
2004,Rio,Maio,2,"Thursday, January 1, 2004"
2005,Rio,Maio,3,"Saturday, January 1, 2005"
2006,Rio,Maio,0,"Sunday, January 1, 2006"
2007,Rio,Maio,2,"Monday, January 1, 2007"
2008,Rio,Maio,0,"Tuesday, January 1, 2008"
2009,Rio,Maio,0,"Thursday, January 1, 2009"
2010,Rio,Maio,3,"Friday, January 1, 2010"
2011,Rio,Maio,0,"Saturday, January 1, 2011"
2012,Rio,Maio,14,"Sunday, January 1, 2012"
2013,Rio,Maio,2,"Tuesday, January 1, 2013"
2014,Rio,Maio,2,"Wednesday, January 1, 2014"
2015,Rio,Maio,4,"Thursday, January 1, 2015"
2016,Rio,Maio,1,"Friday, January 1, 2016"
2017,Rio,Maio,2,"Sunday, January 1, 2017"
1998,Rio,Junho,1,"Thursday, January 1, 1998"
1999,Rio,Junho,4,"Friday, January 1, 1999"
2000,Rio,Junho,8,"Saturday, January 1, 2000"
2001,Rio,Junho,13,"Monday, January 1, 2001"
2002,Rio,Junho,1,"Tuesday, January 1, 2002"
2003,Rio,Junho,1,"Wednesday, January 1, 2003"
2004,Rio,Junho,2,"Thursday, January 1, 2004"
2005,Rio,Junho,0,"Saturday, January 1, 2005"
2006,Rio,Junho,0,"Sunday, January 1, 2006"
2007,Rio,Junho,0,"Monday, January 1, 2007"
2008,Rio,Junho,0,"Tuesday, January 1, 2008"
2009,Rio,Junho,0,"Thursday, January 1, 2009"
2010,Rio,Junho,1,"Friday, January 1, 2010"
2011,Rio,Junho,1,"Saturday, January 1, 2011"
2012,Rio,Junho,5,"Sunday, January 1, 2012"
2013,Rio,Junho,1,"Tuesday, January 1, 2013"
2014,Rio,Junho,2,"Wednesday, January 1, 2014"
2015,Rio,Junho,5,"Thursday, January 1, 2015"
2016,Rio,Junho,4,"Friday, January 1, 2016"
2017,Rio,Junho,3,"Sunday, January 1, 2017"
1998,Rio,Julho,5,"Thursday, January 1, 1998"
1999,Rio,Julho,7,"Friday, January 1, 1999"
2000,Rio,Julho,5,"Saturday, January 1, 2000"
2001,Rio,Julho,25,"Monday, January 1, 2001"
2002,Rio,Julho,7,"Tuesday, January 1, 2002"
2003,Rio,Julho,7,"Wednesday, January 1, 2003"
2004,Rio,Julho,5,"Thursday, January 1, 2004"
2005,Rio,Julho,2,"Saturday, January 1, 2005"
2006,Rio,Julho,0,"Sunday, January 1, 2006"
2007,Rio,Julho,7,"Monday, January 1, 2007"
2008,Rio,Julho,0,"Tuesday, January 1, 2008"
2009,Rio,Julho,0,"Thursday, January 1, 2009"
2010,Rio,Julho,7,"Friday, January 1, 2010"
2011,Rio,Julho,0,"Saturday, January 1, 2011"
2012,Rio,Julho,3,"Sunday, January 1, 2012"
2013,Rio,Julho,0,"Tuesday, January 1, 2013"
2014,Rio,Julho,2,"Wednesday, January 1, 2014"
2015,Rio,Julho,3,"Thursday, January 1, 2015"
2016,Rio,Julho,13,"Friday, January 1, 2016"
2017,Rio,Julho,4,"Sunday, January 1, 2017"
1998,Rio,Agosto,4,"Thursday, January 1, 1998"
1999,Rio,Agosto,40,"Friday, January 1, 1999"
2000,Rio,Agosto,29,"Saturday, January 1, 2000"
2001,Rio,Agosto,55,"Monday, January 1, 2001"
2002,Rio,Agosto,48,"Tuesday, January 1, 2002"
2003,Rio,Agosto,97,"Wednesday, January 1, 2003"
2004,Rio,Agosto,15,"Thursday, January 1, 2004"
2005,Rio,Agosto,9,"Saturday, January 1, 2005"
2006,Rio,Agosto,13,"Sunday, January 1, 2006"
2007,Rio,Agosto,26,"Monday, January 1, 2007"
2008,Rio,Agosto,2,"Tuesday, January 1, 2008"
2009,Rio,Agosto,1,"Thursday, January 1, 2009"
2010,Rio,Agosto,24,"Friday, January 1, 2010"
2011,Rio,Agosto,10,"Saturday, January 1, 2011"
2012,Rio,Agosto,23,"Sunday, January 1, 2012"
2013,Rio,Agosto,2,"Tuesday, January 1, 2013"
2014,Rio,Agosto,21,"Wednesday, January 1, 2014"
2015,Rio,Agosto,16,"Thursday, January 1, 2015"
2016,Rio,Agosto,24,"Friday, January 1, 2016"
2017,Rio,Agosto,21,"Sunday, January 1, 2017"
1998,Rio,Setembro,51,"Thursday, January 1, 1998"
1999,Rio,Setembro,35,"Friday, January 1, 1999"
2000,Rio,Setembro,17,"Saturday, January 1, 2000"
2001,Rio,Setembro,45,"Monday, January 1, 2001"
2002,Rio,Setembro,52,"Tuesday, January 1, 2002"
2003,Rio,Setembro,112,"Wednesday, January 1, 2003"
2004,Rio,Setembro,47,"Thursday, January 1, 2004"
2005,Rio,Setembro,37,"Saturday, January 1, 2005"
2006,Rio,Setembro,50,"Sunday, January 1, 2006"
2007,Rio,Setembro,50,"Monday, January 1, 2007"
2008,Rio,Setembro,17,"Tuesday, January 1, 2008"
2009,Rio,Setembro,29,"Thursday, January 1, 2009"
2010,Rio,Setembro,50,"Friday, January 1, 2010"
2011,Rio,Setembro,22,"Saturday, January 1, 2011"
2012,Rio,Setembro,41,"Sunday, January 1, 2012"
2013,Rio,Setembro,7,"Tuesday, January 1, 2013"
2014,Rio,Setembro,30,"Wednesday, January 1, 2014"
2015,Rio,Setembro,36,"Thursday, January 1, 2015"
2016,Rio,Setembro,44,"Friday, January 1, 2016"
2017,Rio,Setembro,48,"Sunday, January 1, 2017"
1998,Rio,Outubro,55,"Thursday, January 1, 1998"
1999,Rio,Outubro,40,"Friday, January 1, 1999"
2000,Rio,Outubro,28,"Saturday, January 1, 2000"
2001,Rio,Outubro,34,"Monday, January 1, 2001"
2002,Rio,Outubro,140,"Tuesday, January 1, 2002"
2003,Rio,Outubro,276,"Wednesday, January 1, 2003"
2004,Rio,Outubro,89,"Thursday, January 1, 2004"
2005,Rio,Outubro,168,"Saturday, January 1, 2005"
2006,Rio,Outubro,85,"Sunday, January 1, 2006"
2007,Rio,Outubro,88,"Monday, January 1, 2007"
2008,Rio,Outubro,53,"Tuesday, January 1, 2008"
2009,Rio,Outubro,84,"Thursday, January 1, 2009"
2010,Rio,Outubro,111,"Friday, January 1, 2010"
2011,Rio,Outubro,76,"Saturday, January 1, 2011"
2012,Rio,Outubro,74,"Sunday, January 1, 2012"
2013,Rio,Outubro,71,"Tuesday, January 1, 2013"
2014,Rio,Outubro,75,"Wednesday, January 1, 2014"
2015,Rio,Outubro,129,"Thursday, January 1, 2015"
2016,Rio,Outubro,129,"Friday, January 1, 2016"
2017,Rio,Outubro,85,"Sunday, January 1, 2017"
1998,Rio,Novembro,41,"Thursday, January 1, 1998"
1999,Rio,Novembro,62,"Friday, January 1, 1999"
2000,Rio,Novembro,9,"Saturday, January 1, 2000"
2001,Rio,Novembro,41,"Monday, January 1, 2001"
2002,Rio,Novembro,178,"Tuesday, January 1, 2002"
2003,Rio,Novembro,366,"Wednesday, January 1, 2003"
2004,Rio,Novembro,164,"Thursday, January 1, 2004"
2005,Rio,Novembro,249,"Saturday, January 1, 2005"
2006,Rio,Novembro,148,"Sunday, January 1, 2006"
2007,Rio,Novembro,130,"Monday, January 1, 2007"
2008,Rio,Novembro,82,"Tuesday, January 1, 2008"
2009,Rio,Novembro,172,"Thursday, January 1, 2009"
2010,Rio,Novembro,212,"Friday, January 1, 2010"
2011,Rio,Novembro,144,"Saturday, January 1, 2011"
2012,Rio,Novembro,69,"Sunday, January 1, 2012"
2013,Rio,Novembro,77,"Tuesday, January 1, 2013"
2014,Rio,Novembro,124,"Wednesday, January 1, 2014"
2015,Rio,Novembro,105,"Thursday, January 1, 2015"
2016,Rio,Novembro,93,"Friday, January 1, 2016"
2017,Rio,Novembro,89,"Sunday, January 1, 2017"
1998,Rio,Dezembro,19,"Thursday, January 1, 1998"
1999,Rio,Dezembro,29,"Friday, January 1, 1999"
2000,Rio,Dezembro,11,"Saturday, January 1, 2000"
2001,Rio,Dezembro,20,"Monday, January 1, 2001"
2002,Rio,Dezembro,222,"Tuesday, January 1, 2002"
2003,Rio,Dezembro,278,"Wednesday, January 1, 2003"
2004,Rio,Dezembro,284,"Thursday, January 1, 2004"
2005,Rio,Dezembro,149,"Saturday, January 1, 2005"
2006,Rio,Dezembro,101,"Sunday, January 1, 2006"
2007,Rio,Dezembro,80,"Monday, January 1, 2007"
2008,Rio,Dezembro,126,"Tuesday, January 1, 2008"
2009,Rio,Dezembro,221,"Thursday, January 1, 2009"
2010,Rio,Dezembro,54,"Friday, January 1, 2010"
2011,Rio,Dezembro,125,"Saturday, January 1, 2011"
2012,Rio,Dezembro,75,"Sunday, January 1, 2012"
2013,Rio,Dezembro,46,"Tuesday, January 1, 2013"
2014,Rio,Dezembro,47,"Wednesday, January 1, 2014"
2015,Rio,Dezembro,74,"Thursday, January 1, 2015"
2016,Rio,Dezembro,75,"Friday, January 1, 2016"
1998,Rio,Janeiro,0,"Thursday, January 1, 1998"
1999,Rio,Janeiro,63,"Friday, January 1, 1999"
2000,Rio,Janeiro,126,"Saturday, January 1, 2000"
2001,Rio,Janeiro,12,"Monday, January 1, 2001"
2002,Rio,Janeiro,265,"Tuesday, January 1, 2002"
2003,Rio,Janeiro,58,"Wednesday, January 1, 2003"
2004,Rio,Janeiro,70,"Thursday, January 1, 2004"
2005,Rio,Janeiro,152,"Saturday, January 1, 2005"
2006,Rio,Janeiro,46,"Sunday, January 1, 2006"
2007,Rio,Janeiro,37,"Monday, January 1, 2007"
2008,Rio,Janeiro,42,"Tuesday, January 1, 2008"
2009,Rio,Janeiro,65,"Thursday, January 1, 2009"
2010,Rio,Janeiro,22,"Friday, January 1, 2010"
2011,Rio,Janeiro,33,"Saturday, January 1, 2011"
2012,Rio,Janeiro,61,"Sunday, January 1, 2012"
2013,Rio,Janeiro,22,"Tuesday, January 1, 2013"
2014,Rio,Janeiro,53,"Wednesday, January 1, 2014"
2015,Rio,Janeiro,51,"Thursday, January 1, 2015"
2016,Rio,Janeiro,68,"Friday, January 1, 2016"
2017,Rio,Janeiro,28,"Sunday, January 1, 2017"
1998,Rio,Fevereiro,0,"Thursday, January 1, 1998"
1999,Rio,Fevereiro,35,"Friday, January 1, 1999"
2000,Rio,Fevereiro,43,"Saturday, January 1, 2000"
2001,Rio,Fevereiro,32,"Monday, January 1, 2001"
2002,Rio,Fevereiro,38,"Tuesday, January 1, 2002"
2003,Rio,Fevereiro,13,"Wednesday, January 1, 2003"
2004,Rio,Fevereiro,52,"Thursday, January 1, 2004"
2005,Rio,Fevereiro,36,"Saturday, January 1, 2005"
2006,Rio,Fevereiro,34,"Sunday, January 1, 2006"
2007,Rio,Fevereiro,24,"Monday, January 1, 2007"
2008,Rio,Fevereiro,30,"Tuesday, January 1, 2008"
2009,Rio,Fevereiro,15,"Thursday, January 1, 2009"
2010,Rio,Fevereiro,23,"Friday, January 1, 2010"
2011,Rio,Fevereiro,26,"Saturday, January 1, 2011"
2012,Rio,Fevereiro,39,"Sunday, January 1, 2012"
2013,Rio,Fevereiro,43,"Tuesday, January 1, 2013"
2014,Rio,Fevereiro,37,"Wednesday, January 1, 2014"
2015,Rio,Fevereiro,41,"Thursday, January 1, 2015"
2016,Rio,Fevereiro,55,"Friday, January 1, 2016"
2017,Rio,Fevereiro,31,"Sunday, January 1, 2017"
1998,Rio,Março,0,"Thursday, January 1, 1998"
1999,Rio,Março,38,"Friday, January 1, 1999"
2000,Rio,Março,51,"Saturday, January 1, 2000"
2001,Rio,Março,11,"Monday, January 1, 2001"
2002,Rio,Março,26,"Tuesday, January 1, 2002"
2003,Rio,Março,27,"Wednesday, January 1, 2003"
2004,Rio,Março,149,"Thursday, January 1, 2004"
2005,Rio,Março,153,"Saturday, January 1, 2005"
2006,Rio,Março,76,"Sunday, January 1, 2006"
2007,Rio,Março,8,"Monday, January 1, 2007"
2008,Rio,Março,38,"Tuesday, January 1, 2008"
2009,Rio,Março,41,"Thursday, January 1, 2009"
2010,Rio,Março,21,"Friday, January 1, 2010"
2011,Rio,Março,31,"Saturday, January 1, 2011"
2012,Rio,Março,50,"Sunday, January 1, 2012"
2013,Rio,Março,44,"Tuesday, January 1, 2013"
2014,Rio,Março,58,"Wednesday, January 1, 2014"
2015,Rio,Março,108,"Thursday, January 1, 2015"
2016,Rio,Março,30,"Friday, January 1, 2016"
2017,Rio,Março,34,"Sunday, January 1, 2017"
1998,Rio,Abril,0,"Thursday, January 1, 1998"
1999,Rio,Abril,12,"Friday, January 1, 1999"
2000,Rio,Abril,1,"Saturday, January 1, 2000"
2001,Rio,Abril,3,"Monday, January 1, 2001"
2002,Rio,Abril,6,"Tuesday, January 1, 2002"
2003,Rio,Abril,30,"Wednesday, January 1, 2003"
2004,Rio,Abril,98,"Thursday, January 1, 2004"
2005,Rio,Abril,14,"Saturday, January 1, 2005"
2006,Rio,Abril,59,"Sunday, January 1, 2006"
2007,Rio,Abril,4,"Monday, January 1, 2007"
2008,Rio,Abril,110,"Tuesday, January 1, 2008"
2009,Rio,Abril,145,"Thursday, January 1, 2009"
2010,Rio,Abril,72,"Friday, January 1, 2010"
2011,Rio,Abril,41,"Saturday, January 1, 2011"
2012,Rio,Abril,41,"Sunday, January 1, 2012"
2013,Rio,Abril,47,"Tuesday, January 1, 2013"
2014,Rio,Abril,60,"Wednesday, January 1, 2014"
2015,Rio,Abril,175,"Thursday, January 1, 2015"
2016,Rio,Abril,32,"Friday, January 1, 2016"
2017,Rio,Abril,51,"Sunday, January 1, 2017"
1998,Rio,Maio,0,"Thursday, January 1, 1998"
1999,Rio,Maio,13,"Friday, January 1, 1999"
2000,Rio,Maio,4,"Saturday, January 1, 2000"
2001,Rio,Maio,4,"Monday, January 1, 2001"
2002,Rio,Maio,7,"Tuesday, January 1, 2002"
2003,Rio,Maio,18,"Wednesday, January 1, 2003"
2004,Rio,Maio,4,"Thursday, January 1, 2004"
2005,Rio,Maio,24,"Saturday, January 1, 2005"
2006,Rio,Maio,24,"Sunday, January 1, 2006"
2007,Rio,Maio,3,"Monday, January 1, 2007"
2008,Rio,Maio,20,"Tuesday, January 1, 2008"
2009,Rio,Maio,177,"Thursday, January 1, 2009"
2010,Rio,Maio,9,"Friday, January 1, 2010"
2011,Rio,Maio,20,"Saturday, January 1, 2011"
2012,Rio,Maio,112,"Sunday, January 1, 2012"
2013,Rio,Maio,14,"Tuesday, January 1, 2013"
2014,Rio,Maio,63,"Wednesday, January 1, 2014"
2015,Rio,Maio,169,"Thursday, January 1, 2015"
2016,Rio,Maio,37,"Friday, January 1, 2016"
2017,Rio,Maio,43,"Sunday, January 1, 2017"
1998,Rio,Junho,0,"Thursday, January 1, 1998"
1999,Rio,Junho,9,"Friday, January 1, 1999"
2000,Rio,Junho,0,"Saturday, January 1, 2000"
2001,Rio,Junho,1,"Monday, January 1, 2001"
2002,Rio,Junho,4,"Tuesday, January 1, 2002"
2003,Rio,Junho,14,"Wednesday, January 1, 2003"
2004,Rio,Junho,52,"Thursday, January 1, 2004"
2005,Rio,Junho,50,"Saturday, January 1, 2005"
2006,Rio,Junho,7,"Sunday, January 1, 2006"
2007,Rio,Junho,10,"Monday, January 1, 2007"
2008,Rio,Junho,16,"Tuesday, January 1, 2008"
2009,Rio,Junho,30,"Thursday, January 1, 2009"
2010,Rio,Junho,4,"Friday, January 1, 2010"
2011,Rio,Junho,12,"Saturday, January 1, 2011"
2012,Rio,Junho,86,"Sunday, January 1, 2012"
2013,Rio,Junho,10,"Tuesday, January 1, 2013"
2014,Rio,Junho,62,"Wednesday, January 1, 2014"
2015,Rio,Junho,68,"Thursday, January 1, 2015"
2016,Rio,Junho,261,"Friday, January 1, 2016"
2017,Rio,Junho,103,"Sunday, January 1, 2017"
1998,Rio,Julho,0,"Thursday, January 1, 1998"
1999,Rio,Julho,10,"Friday, January 1, 1999"
2000,Rio,Julho,6,"Saturday, January 1, 2000"
2001,Rio,Julho,6,"Monday, January 1, 2001"
2002,Rio,Julho,93,"Tuesday, January 1, 2002"
2003,Rio,Julho,55,"Wednesday, January 1, 2003"
2004,Rio,Julho,156,"Thursday, January 1, 2004"
2005,Rio,Julho,47,"Saturday, January 1, 2005"
2006,Rio,Julho,45,"Sunday, January 1, 2006"
2007,Rio,Julho,7,"Monday, January 1, 2007"
2008,Rio,Julho,25,"Tuesday, January 1, 2008"
2009,Rio,Julho,47,"Thursday, January 1, 2009"
2010,Rio,Julho,34,"Friday, January 1, 2010"
2011,Rio,Julho,45,"Saturday, January 1, 2011"
2012,Rio,Julho,134,"Sunday, January 1, 2012"
2013,Rio,Julho,42,"Tuesday, January 1, 2013"
2014,Rio,Julho,209,"Wednesday, January 1, 2014"
2015,Rio,Julho,60,"Thursday, January 1, 2015"
2016,Rio,Julho,865,"Friday, January 1, 2016"
2017,Rio,Julho,885,"Sunday, January 1, 2017"
1998,Rio,Agosto,9,"Thursday, January 1, 1998"
1999,Rio,Agosto,24,"Friday, January 1, 1999"
2000,Rio,Agosto,18,"Saturday, January 1, 2000"
2001,Rio,Agosto,36,"Monday, January 1, 2001"
2002,Rio,Agosto,824,"Tuesday, January 1, 2002"
2003,Rio,Agosto,1.419,"Wednesday, January 1, 2003"
2004,Rio,Agosto,403,"Thursday, January 1, 2004"
2005,Rio,Agosto,120,"Saturday, January 1, 2005"
2006,Rio,Agosto,642,"Sunday, January 1, 2006"
2007,Rio,Agosto,258,"Monday, January 1, 2007"
2008,Rio,Agosto,56,"Tuesday, January 1, 2008"
2009,Rio,Agosto,1.057,"Thursday, January 1, 2009"
2010,Rio,Agosto,267,"Friday, January 1, 2010"
2011,Rio,Agosto,116,"Saturday, January 1, 2011"
2012,Rio,Agosto,410,"Sunday, January 1, 2012"
2013,Rio,Agosto,156,"Tuesday, January 1, 2013"
2014,Rio,Agosto,1.168,"Wednesday, January 1, 2014"
2015,Rio,Agosto,414,"Thursday, January 1, 2015"
2016,Rio,Agosto,1.111,"Friday, January 1, 2016"
2017,Rio,Agosto,819,"Sunday, January 1, 2017"
1998,Rio,Setembro,60,"Thursday, January 1, 1998"
1999,Rio,Setembro,19,"Friday, January 1, 1999"
2000,Rio,Setembro,27,"Saturday, January 1, 2000"
2001,Rio,Setembro,2,"Monday, January 1, 2001"
2002,Rio,Setembro,226,"Tuesday, January 1, 2002"
2003,Rio,Setembro,828,"Wednesday, January 1, 2003"
2004,Rio,Setembro,431,"Thursday, January 1, 2004"
2005,Rio,Setembro,189,"Saturday, January 1, 2005"
2006,Rio,Setembro,444,"Sunday, January 1, 2006"
2007,Rio,Setembro,573,"Monday, January 1, 2007"
2008,Rio,Setembro,97,"Tuesday, January 1, 2008"
2009,Rio,Setembro,39,"Thursday, January 1, 2009"
2010,Rio,Setembro,250,"Friday, January 1, 2010"
2011,Rio,Setembro,449,"Saturday, January 1, 2011"
2012,Rio,Setembro,113,"Sunday, January 1, 2012"
2013,Rio,Setembro,290,"Tuesday, January 1, 2013"
2014,Rio,Setembro,224,"Wednesday, January 1, 2014"
2015,Rio,Setembro,222,"Thursday, January 1, 2015"
2016,Rio,Setembro,628,"Friday, January 1, 2016"
2017,Rio,Setembro,343,"Sunday, January 1, 2017"
1998,Rio,Outubro,169,"Thursday, January 1, 1998"
1999,Rio,Outubro,56,"Friday, January 1, 1999"
2000,Rio,Outubro,10,"Saturday, January 1, 2000"
2001,Rio,Outubro,13,"Monday, January 1, 2001"
2002,Rio,Outubro,10,"Tuesday, January 1, 2002"
2003,Rio,Outubro,360,"Wednesday, January 1, 2003"
2004,Rio,Outubro,680,"Thursday, January 1, 2004"
2005,Rio,Outubro,83,"Saturday, January 1, 2005"
2006,Rio,Outubro,160,"Sunday, January 1, 2006"
2007,Rio,Outubro,21,"Monday, January 1, 2007"
2008,Rio,Outubro,135,"Tuesday, January 1, 2008"
2009,Rio,Outubro,148,"Thursday, January 1, 2009"
2010,Rio,Outubro,95,"Friday, January 1, 2010"
2011,Rio,Outubro,74,"Saturday, January 1, 2011"
2012,Rio,Outubro,91,"Sunday, January 1, 2012"
2013,Rio,Outubro,104,"Tuesday, January 1, 2013"
2014,Rio,Outubro,110,"Wednesday, January 1, 2014"
2015,Rio,Outubro,70,"Thursday, January 1, 2015"
2016,Rio,Outubro,93,"Friday, January 1, 2016"
2017,Rio,Outubro,101,"Sunday, January 1, 2017"
1998,Rio,Novembro,28,"Thursday, January 1, 1998"
1999,Rio,Novembro,103,"Friday, January 1, 1999"
2000,Rio,Novembro,18,"Saturday, January 1, 2000"
2001,Rio,Novembro,49,"Monday, January 1, 2001"
2002,Rio,Novembro,117,"Tuesday, January 1, 2002"
2003,Rio,Novembro,121,"Wednesday, January 1, 2003"
2004,Rio,Novembro,161,"Thursday, January 1, 2004"
2005,Rio,Novembro,227,"Saturday, January 1, 2005"
2006,Rio,Novembro,27,"Sunday, January 1, 2006"
2007,Rio,Novembro,13,"Monday, January 1, 2007"
2008,Rio,Novembro,14,"Tuesday, January 1, 2008"
2009,Rio,Novembro,4,"Thursday, January 1, 2009"
2010,Rio,Novembro,90,"Friday, January 1, 2010"
2011,Rio,Novembro,117,"Saturday, January 1, 2011"
2012,Rio,Novembro,74,"Sunday, January 1, 2012"
2013,Rio,Novembro,110,"Tuesday, January 1, 2013"
2014,Rio,Novembro,68,"Wednesday, January 1, 2014"
2015,Rio,Novembro,30,"Thursday, January 1, 2015"
2016,Rio,Novembro,105,"Friday, January 1, 2016"
2017,Rio,Novembro,137,"Sunday, January 1, 2017"
1998,Rio,Dezembro,605,"Thursday, January 1, 1998"
1999,Rio,Dezembro,1.11,"Friday, January 1, 1999"
2000,Rio,Dezembro,80,"Saturday, January 1, 2000"
2001,Rio,Dezembro,80,"Monday, January 1, 2001"
2002,Rio,Dezembro,45,"Tuesday, January 1, 2002"
2003,Rio,Dezembro,98,"Wednesday, January 1, 2003"
2004,Rio,Dezembro,99,"Thursday, January 1, 2004"
2005,Rio,Dezembro,35,"Saturday, January 1, 2005"
2006,Rio,Dezembro,15,"Sunday, January 1, 2006"
2007,Rio,Dezembro,25,"Monday, January 1, 2007"
2008,Rio,Dezembro,32,"Tuesday, January 1, 2008"
2009,Rio,Dezembro,15,"Thursday, January 1, 2009"
2010,Rio,Dezembro,103,"Friday, January 1, 2010"
2011,Rio,Dezembro,69,"Saturday, January 1, 2011"
2012,Rio,Dezembro,38,"Sunday, January 1, 2012"
2013,Rio,Dezembro,62,"Tuesday, January 1, 2013"
2014,Rio,Dezembro,31,"Wednesday, January 1, 2014"
2015,Rio,Dezembro,42,"Thursday, January 1, 2015"
2016,Rio,Dezembro,79,"Friday, January 1, 2016"
1998,Rondonia,Janeiro,0,"Thursday, January 1, 1998"
1999,Rondonia,Janeiro,1,"Friday, January 1, 1999"
2000,Rondonia,Janeiro,0,"Saturday, January 1, 2000"
2001,Rondonia,Janeiro,0,"Monday, January 1, 2001"
2002,Rondonia,Janeiro,6,"Tuesday, January 1, 2002"
2003,Rondonia,Janeiro,62,"Wednesday, January 1, 2003"
2004,Rondonia,Janeiro,30,"Thursday, January 1, 2004"
2005,Rondonia,Janeiro,99,"Saturday, January 1, 2005"
2006,Rondonia,Janeiro,16,"Sunday, January 1, 2006"
2007,Rondonia,Janeiro,33,"Monday, January 1, 2007"
2008,Rondonia,Janeiro,4,"Tuesday, January 1, 2008"
2009,Rondonia,Janeiro,17,"Thursday, January 1, 2009"
2010,Rondonia,Janeiro,18,"Friday, January 1, 2010"
2011,Rondonia,Janeiro,1,"Saturday, January 1, 2011"
2012,Rondonia,Janeiro,2,"Sunday, January 1, 2012"
2013,Rondonia,Janeiro,7,"Tuesday, January 1, 2013"
2014,Rondonia,Janeiro,12,"Wednesday, January 1, 2014"
2015,Rondonia,Janeiro,30,"Thursday, January 1, 2015"
2016,Rondonia,Janeiro,93,"Friday, January 1, 2016"
2017,Rondonia,Janeiro,44,"Sunday, January 1, 2017"
1998,Rondonia,Fevereiro,0,"Thursday, January 1, 1998"
1999,Rondonia,Fevereiro,1,"Friday, January 1, 1999"
2000,Rondonia,Fevereiro,6,"Saturday, January 1, 2000"
2001,Rondonia,Fevereiro,2,"Monday, January 1, 2001"
2002,Rondonia,Fevereiro,8,"Tuesday, January 1, 2002"
2003,Rondonia,Fevereiro,10,"Wednesday, January 1, 2003"
2004,Rondonia,Fevereiro,12,"Thursday, January 1, 2004"
2005,Rondonia,Fevereiro,42,"Saturday, January 1, 2005"
2006,Rondonia,Fevereiro,17,"Sunday, January 1, 2006"
2007,Rondonia,Fevereiro,8,"Monday, January 1, 2007"
2008,Rondonia,Fevereiro,7,"Tuesday, January 1, 2008"
2009,Rondonia,Fevereiro,1,"Thursday, January 1, 2009"
2010,Rondonia,Fevereiro,9,"Friday, January 1, 2010"
2011,Rondonia,Fevereiro,2,"Saturday, January 1, 2011"
2012,Rondonia,Fevereiro,9,"Sunday, January 1, 2012"
2013,Rondonia,Fevereiro,8,"Tuesday, January 1, 2013"
2014,Rondonia,Fevereiro,5,"Wednesday, January 1, 2014"
2015,Rondonia,Fevereiro,22,"Thursday, January 1, 2015"
2016,Rondonia,Fevereiro,88,"Friday, January 1, 2016"
2017,Rondonia,Fevereiro,10,"Sunday, January 1, 2017"
1998,Rondonia,Março,0,"Thursday, January 1, 1998"
1999,Rondonia,Março,8,"Friday, January 1, 1999"
2000,Rondonia,Março,9,"Saturday, January 1, 2000"
2001,Rondonia,Março,0,"Monday, January 1, 2001"
2002,Rondonia,Março,1,"Tuesday, January 1, 2002"
2003,Rondonia,Março,13,"Wednesday, January 1, 2003"
2004,Rondonia,Março,20,"Thursday, January 1, 2004"
2005,Rondonia,Março,17,"Saturday, January 1, 2005"
2006,Rondonia,Março,15,"Sunday, January 1, 2006"
2007,Rondonia,Março,20,"Monday, January 1, 2007"
2008,Rondonia,Março,2,"Tuesday, January 1, 2008"
2009,Rondonia,Março,12,"Thursday, January 1, 2009"
2010,Rondonia,Março,11,"Friday, January 1, 2010"
2011,Rondonia,Março,6,"Saturday, January 1, 2011"
2012,Rondonia,Março,6,"Sunday, January 1, 2012"
2013,Rondonia,Março,23,"Tuesday, January 1, 2013"
2014,Rondonia,Março,13,"Wednesday, January 1, 2014"
2015,Rondonia,Março,15,"Thursday, January 1, 2015"
2016,Rondonia,Março,25,"Friday, January 1, 2016"
2017,Rondonia,Março,21,"Sunday, January 1, 2017"
1998,Rondonia,Abril,0,"Thursday, January 1, 1998"
1999,Rondonia,Abril,3,"Friday, January 1, 1999"
2000,Rondonia,Abril,0,"Saturday, January 1, 2000"
2001,Rondonia,Abril,0,"Monday, January 1, 2001"
2002,Rondonia,Abril,3,"Tuesday, January 1, 2002"
2003,Rondonia,Abril,10,"Wednesday, January 1, 2003"
2004,Rondonia,Abril,14,"Thursday, January 1, 2004"
2005,Rondonia,Abril,7,"Saturday, January 1, 2005"
2006,Rondonia,Abril,0,"Sunday, January 1, 2006"
2007,Rondonia,Abril,0,"Monday, January 1, 2007"
2008,Rondonia,Abril,8,"Tuesday, January 1, 2008"
2009,Rondonia,Abril,3,"Thursday, January 1, 2009"
